Ind,80002,80003,80004,80005,80006,80007,80008,80017,80024,80027,80028,80029,80030,80032,80035,80036,80037,80038,80039,80040,80041,80042,80043,80045,80046,80047,80048,80049,80052,80053,80056,80063,80069,80071,80077,80080,80111,80142,80150,80151,80152,80153,80154,80155,80162,80163,80164,80173,80191,80192,80194,80196,80197,80198,80199,80200,80201,80203,80204,80209,80211,80212,80213,80227,80229,80231,80232,80235,80236,80237,80238,80240,80246,80248,80254,80259,80260,80266,80270,80271,80272,80273,80275,80276,80277,80287,80288,80290,80291,80292,80293,80294,80295,80302,80313,80314,80315,80316,80317,80319,80322,80324,80331,80332,80336,80340,80342,80343,80344,80347,80348,80349,80350,80351,80352,80356,80357,80358,80359,80360,80361,80363,80365,80366,80367,80369,80370,80371,80372,80373,80378,80383,80384,80388,80394,80397,80398,80399,80401,80403,80404,80413,80414,80419,80427,80429,80436,80447,80448,80463,80465,80468,80470,80472,80473,80479,80480,80482,80483,80484,80485,80486,80487,80490,80491,80492,80493,80494,80547,80549,80551,80555,80556,80559,80560,80561,80562,80563,80564,80565,80569,80570,80571,80572,80574,80581,80582,80587,80588,80590,80591,80592,80593,80594,80603,80604,80606,80607,80608,80611,80612,80614,80616,80618,80620,80622,80623,80625,80626,80627,80628,80629,80630,80631,80632,80633,80634,80635,80636,80637,80639,80642,80646,80649,80656,80657,80658,80659,80666,80686,80692,80693,80695,80701,80711,80712,80714,80719,80771,80773,80774,80783,80784,80786,80788
80002,0,53286.9,51944,52925.7,51464.6,52018.1,51861.3,59230.5,50439.6,60841.3,52029.9,53284,54407.3,51430.7,51937.6,52174.1,50545.9,52099,50013.2,51499.2,52544,58464.2,57837.8,52580.1,52727.5,56378.5,55799.6,57133.5,55951.1,55263.3,52897.8,55365.1,61308.6,50367,54546.7,61280.3,52894.2,52694.7,52387.1,52022.8,54241.4,51726.1,52328.1,50630.7,52692.3,53225,51992.9,59854.8,53083.2,51384.5,54435.7,51746.1,49929,51088.6,51030.2,52906.2,56249,56667.2,52144.4,50337.1,52336.2,51755.2,54134.8,54662.5,53147.6,52636.9,53187.6,53649.9,51940.5,57353.8,53060.7,52100,51384.4,54624.4,51461.7,53126.9,51363.5,60442,55443.6,50426.7,50463.1,50834,53315.1,51979.8,50955.8,52443.3,53328.8,52835.2,50856,51362.6,52635.3,53161.4,51853.3,54755,51272,51369.4,53251.5,53330.4,52622.2,53701.8,54742.6,52487.4,52867.7,51480.2,64329,51925.7,52932.3,54898,50339,51719,54493.3,51301.9,51361,51868.6,50242.4,53706.9,51346.5,51783.8,50593.4,52147.7,52193.6,49801.7,53870.7,56221.9,61783.5,51253.6,54752.7,53371.6,54122.5,60879.9,52481.6,51068.2,52709.8,60795.9,52744,51538.3,51124.9,52880.4,50704.9,51577,52467,54623,51825.5,52844.6,61547.9,60611.6,60718.1,50942.6,62036.4,52618.3,51421.9,54968.5,50796.5,53722.5,51324.7,51036.7,51129,52741.9,51251.1,52330.4,52756.6,50158.5,50878.7,51083.1,50049.9,51277.8,50894.4,54049,52103,51368.4,52261.6,52777.4,52517.5,49444.6,50762.9,53164.2,51316.6,52344.8,52689,49171.2,53586.5,51624.7,52259.2,55329.6,50527,54845.3,51340.4,53433.1,55316.9,52309.7,54221,54265.6,55313.6,54706.8,49578.4,51437.5,53064.6,52053.2,53427.4,50859.9,56395.9,53284.5,52262.5,51535.1,51698.5,51219.8,54099.2,50002,53365.9,51147.5,51668.4,51761.6,51756.7,53053,51211.1,51878.1,50404.3,52218.8,50839.5,50338.4,61740.5,57024.7,50287,61489.2,53149.3,50581.1,48610.6,54942.3,59021.8,52040.7,53439.2,53835.5,53769.6,59588.4,61139.1,60821.1,61077.9,52538.2,54978.4,53845.4,55660.5,52874.2,52746.9,54558.2,55158.7
80003,53286.9,0,49392.4,50925.3,50830.1,50965.1,51793.8,60532.4,45233.7,62331.2,50080.1,51267.1,50954.9,50266,50860.4,47383.4,47225.6,51597.8,51580.9,46855.5,48167.4,57612.5,58190.4,53063.6,52365.3,56520.9,55826,55655.5,55530.5,54523,50390.2,57588.8,62791.2,48681.7,54154.3,62370.6,50313.6,49778.9,53173.8,47608.6,51019.3,51399.8,51658.3,49556.9,51769.4,51176.1,53047.8,60839.8,47431.1,50389.2,53220.5,53507.3,47719.9,47555.1,47669.8,51824.8,54928.6,58893.4,50554.5,52980.3,52401.8,50517.8,52159.5,51897,53480.9,52848.8,51015.6,52167.2,52917.9,57502.3,52739.6,52594.2,50162,54124.5,49284.5,52359.7,51742.9,61380.2,55454.6,45624.7,47905.4,50260.1,52021.1,50693.2,47982.1,50586.6,55313.2,56592.5,49585.5,46423.7,48609.6,51575.7,48354.5,55843,50850.6,52393.5,51343.8,49965.5,51809.3,52363.8,53218.2,50812.6,51297.7,52966.3,64495.3,49080.7,52606.5,51977.9,49925.4,48667.9,55712.5,48810.1,49124,50345,49003.1,52517.7,44358.6,43680.6,49228.1,51577.1,49805.8,48632.9,50137.2,55907.5,61702.8,45795.6,53347.2,51015.8,55188,63143.2,47795.5,49130.3,53063.2,62163.3,49898.5,51186.2,47791.4,52505.9,48081.8,49782.2,48604.7,51968,50261.2,49559.4,61729.6,59161.8,61407.3,48162.8,63025.8,48617.4,46646.6,53673.4,51642.9,52454.9,52891.2,48489.3,51679.7,53808,48920.3,46466,48468.6,47407.4,48328.6,47408.6,48175.1,51586.3,50748.6,50813.8,50486.3,50199.5,51618,52290.3,51821.9,46808.1,50822.9,51934.4,49927.9,51093.6,46043.7,48251.5,51541.6,51152.4,52180,57114.6,46284.6,52934.2,49688.6,55215.7,55573.7,52369.7,50784.2,54945.3,54772,55015.9,49326.8,50882.8,53819.8,53731.9,51634.9,51594.4,53142.9,53936.1,47328.2,54569,51395.4,51492.8,55910.8,47990.5,54627.1,48985.9,53197.2,51747.1,49004.8,53302.3,53034.7,49660.7,49247.7,49639.7,49413.5,53665.4,61935.5,58232,48767.2,61752.1,53491.2,49452.3,44117.5,52570.2,57326.8,49928.3,50704,52897.5,53580,58837.3,62241.9,62051.3,61807.7,50667.1,52964.8,50558.9,54992.1,52231,51322.1,51146,52875.7
80004,51944,49392.4,0,51006.5,51691.9,50244.5,51302.1,60178.3,46901.9,61651.6,49322.2,52150.4,53424.1,49394.9,50293,49682.7,48240.1,52032.3,52126.3,49625.5,49578.6,57959.5,56333,52153.8,53833.7,54309.8,53371.1,54331.6,54059.2,54864.9,52054.3,55432.6,62259.3,49667.5,54564.7,62369.7,52451,50645.2,51204.7,48966.1,53537.3,51771.5,51240.9,47925.8,51171.4,49027.8,52539.9,60718.5,46753.8,49646.6,53423.1,52237.4,46688.7,46026.9,49334.2,53049.3,53707,58216.4,48616.5,52417.7,53005.2,49218.7,52289.8,52930,54307.1,53574.6,50921.4,53442.5,54782.8,57703.5,52392.4,47971.2,50323.3,54432.6,48904.1,53560.8,51711.7,61394.7,57023.5,48574.7,47887.2,50072.2,52556.8,50122.5,50845.5,50931.4,52680,52335.5,49893.2,49661,49670.5,51077,48291.8,54898.9,49478.8,50602,52904.7,48882,50894.1,51772.7,51533.7,50598.1,50363.7,52369,63899.4,47649.9,50805,55197.8,48107.8,49337.1,54973.5,47037.9,47838.4,50315.7,47865.3,52114.5,48608.8,47606.4,48774.5,49501.1,48678.6,46402.5,50153.5,55842.4,61431.3,47549.6,54324.5,52540.6,55059.1,61953,47811.6,48780.5,53053.4,62203.9,50316.9,49918.7,50210,52094.2,50444.3,49614.6,50228.5,52212.2,50457.3,49976.1,61933.5,59376.5,61115.3,49837.3,62481,49268.1,49977.5,54486.2,50391.4,53541.6,50998.4,48081.2,48796.6,54773.6,49410.2,50866,50180.7,46903.6,46550.9,47390.2,47293.7,48807,48679.1,51862,49911.5,52303.1,48607.2,52936.3,50404,49183.8,49431.3,49886.7,49426.3,49944.1,47450.4,49208.2,51808,48299.7,50219.2,55950.4,47027.4,52693.4,49876,52540.7,54728.4,51689.3,51207.2,54246.9,54565.8,54580.5,46896.7,51387.7,51913.1,54093.9,50258.8,51656,53026.3,53765.5,50402.4,53149.9,51175.8,51959.9,54833,47456.1,55285.1,50536.7,52909,52238.8,49196.4,54637.1,52011.3,49278.9,50765.7,47835.9,47281,50889.1,61676.3,57326.4,49024.5,61651.6,53735.4,49441.9,48359.8,50712.6,57111.4,50395,51558.9,50433.2,54141.1,58789.7,62315.5,61208.1,62355.7,48901,53117.5,51680.6,52631.7,48818.6,49264.7,51049.8,52739
80005,52925.7,50925.3,51006.5,0,52994.4,51810,53061.8,62672.2,49621,62599,51613,56130.3,54271.9,51471.6,50628.3,45208.2,44894.4,53467.8,52967.2,45561.2,47260.6,57161.2,58646.6,56220.3,54274.6,56975.9,54680.4,54476.6,52885.5,54469.1,54529,58897.6,63827.7,51999.8,55141.4,63090.7,50711.4,49381.8,52614.8,44165.1,51144.8,46712.3,50999.7,51630.6,52528.3,52740.5,51598.6,62821,47838.8,51526.8,54735.5,52880.2,46714.8,44151.8,47174.9,53723.5,57110.6,60479.3,53248.9,53243.9,52127.1,51219.9,53624,52788.4,53226.2,54606.2,52882.1,56487.6,53991.6,58038.1,54270.8,51284.8,52923.9,57685.5,51870.1,52388.1,52521,62887.9,53811.5,47685.1,45887.8,51446.8,52795.7,52228.7,46477.3,52533.5,51331.3,52761.3,50969.5,47432.3,48293.6,53979.4,47380.4,55987.7,51746.9,52167.6,53107.6,53186.7,53578.2,52561.7,53620.2,53230.2,52090.4,52915.6,64780.8,45539.4,54950.2,54121.2,45949.2,50356,57956.5,52434.5,51964.8,48780.4,52504.6,53021.5,48178.6,48312.2,50796,54686.2,52686.2,49178.2,52766.1,57933.7,62724.1,47594,55818.4,53677.2,57065.4,63003.7,43423.4,52122.5,54886.2,62817.1,47627,51144.5,47059.8,55099,49609.2,46146.5,48937.7,53259.2,53337.9,45885.6,64367.8,61648.6,62349.3,49403,64105.8,51521.1,50444.5,57751.8,51673.3,55831.3,51498,51435.4,48767.9,53773.4,45242.8,48900.4,51612.6,46461.1,50603.7,47008.4,46725.7,51913.9,52898.6,50886.1,50208,52504.2,50617.4,53892.4,51518.5,48421.9,48886.4,51928.2,49199.8,52969.6,46994.9,47345.6,51559.8,52232.8,52287.8,58210.9,45343.4,55609.1,50900.6,55808.8,58007.4,55620.1,54962.5,58094.5,56466.5,57958.6,48873.1,50734.2,52559.2,52180.6,53915.2,53183.3,55901.5,54297.9,46750.6,53316.2,52196.9,51425.3,58696.2,43933.6,55251.8,48397.8,53558.9,50569.2,48305.1,53597.3,51675.1,44393.4,52339.4,51801.2,51031.2,52865.1,64460.6,60076.1,51038.9,64266.9,56713.7,49320.7,46927.7,52744.4,60723.3,53503,50913.7,55578.6,54962,59019.9,64179,63547.5,64207.7,51473.6,50711.2,50697.8,52589.2,52752.7,50818.9,50618.8,53545.7
80006,51464.6,50830.1,51691.9,52994.4,0,51548.1,47385.3,59989.6,49957.4,61164.4,51790.7,53147.4,53894.7,49735.4,53055.7,51795.5,50320.8,51310.4,50280.9,51964.1,52086.7,58136.9,58331.1,52366.8,53004.9,56181.7,55493.9,57939.4,57739.3,55470.9,53030.1,56074.5,61621.3,52514.9,54592.6,61908.9,52536.6,53461,47173.7,51721.6,55379,52281.5,53283.9,52023.6,52140.5,53374.9,47507.3,60185.7,52051,48561.9,53298.7,55545.1,49842.7,50590.5,51082.4,50936.1,54993.8,58134.8,52198.5,45848.9,53456,51788.2,53976.6,53901.3,47231.1,51914.5,52392.5,52173.1,52884.7,56964.6,54310.9,52220.1,51183.4,53612.7,52056.9,48589,51169.1,60611.7,55255.8,49608.2,51380.6,51194.2,51662.9,52079.4,51105.5,51580.2,47553.5,47472.5,50247.1,49728.3,50567,53249.9,50209.2,54699.9,47405,47474.4,54585.4,54062,53314.5,53155.6,54461.6,52742.6,53036.3,45168.9,63967.3,50082,53867,55537.9,51213.1,51061.5,55238.9,52397.7,51891.6,51051.2,50521.3,53029,51014.3,50509.5,50938.7,54323.6,52392.3,50399.8,52986.5,56008.5,62780,50380.8,55271,52549.5,55332.9,60932.4,51832.4,52248.1,53223.7,61313.1,52731.2,51700.1,52092.9,52500.4,50971.3,52338,51727.4,54484.4,51817.3,51678.2,61316.5,59250.7,60547.7,50657.3,61162.6,51595.7,52495.8,54601.3,50906.2,55109.3,51079.6,51182.3,48366.9,46460.9,52871.1,50947,51662.8,51328.1,51359.3,49767.4,50786.4,52426.5,51268.3,53448.4,51840.5,50635.5,51530.7,51497.9,52237.7,48866.1,52525.3,53073.4,49990.9,52702.4,49606.6,48903.4,52944.6,52444,54429.2,55397.8,51060.5,54140.6,52406.6,53959,55475.7,52736.5,53704.5,54644.2,56289.7,55043.1,51062.1,48501,53803.4,44772.3,52646.8,46149.7,56022.8,48878.8,50881.5,45733.8,50256.9,42806,53271.5,49042.3,51131.6,50511.8,52023.4,47020.4,50091.1,46485.8,47056.4,50659,45513.7,49881,51291.8,52652.6,60901.4,57418.7,51346,60472.1,53986.8,52135.2,50216.7,55934,57866.6,51564.9,53471.4,54589.5,51965.6,60738.7,61500.4,60702.3,61269,51784.7,54234.2,53640.6,54577.9,52988,54131.6,52414.7,56830.9
80007,52018.1,50965.1,50244.5,51810,51548.1,0,52824.7,60303.1,50680.8,63443.4,52073.6,50869.8,48843.7,50268.4,47676.5,51944.3,50612.7,51019.9,51964.7,51292.5,52251.2,54852.2,57564.6,52649,53210.7,57243.6,56523.8,54422.9,55098,54535.8,53180.6,57191,62822.2,51064.4,54516.5,62797.1,52310.3,51562.6,52974.1,51080,55379.4,52502.1,47704.2,50793.7,52662.8,48958,51885.3,61229.3,50393.2,50052.5,54161.9,54971.9,49842.7,51355.4,51127,52835.2,55227.3,58992.5,50958.5,51241.5,53115.1,49353.4,49566.9,52247.3,52618.7,53714.7,51621.2,52380.6,54977.8,58163.9,51020.4,46414.5,48152.9,55732.6,47342,52273.2,50516.3,61232,55678.8,51559.5,51102,51545.6,53130.1,52212.5,50807.6,47086.1,52342.7,53811.6,51616.2,50245.1,52377.5,48854,50749.1,55127,49780.5,50665.8,51015.2,52105.3,52164,51216.3,53100.6,48799.9,49087.1,52924.5,64189.5,51310.6,53539.7,52184.5,52418.6,48738.8,56706.1,49641.1,50370.7,49807.9,47212.7,48771.2,50935.9,49873.8,50328.5,49893.4,46881.6,50321.5,49209.3,54916,61932.5,50013.4,54655.3,50350,54724.3,62821.4,50942.4,47415.8,52750.7,62905.4,51013.2,50215.8,52782.2,53950.9,51627.9,51008.9,51075.2,52848.7,51244.1,52404.4,62305.2,59907.7,60958,51884.2,62805.9,49355.5,50238.3,55973.9,50190.7,54346.4,53790.5,51081.5,50437.5,53860.4,52296.2,50702.1,51102.7,51232.2,51751.5,50578.6,48465.7,47468.7,46024.1,52179.9,46870,51594.5,47484.9,51529.9,52893.7,48985.4,52800.9,51788.2,51256.7,51647.9,49833.9,50568.9,52830.1,50600.5,49501.1,56728.6,50626,54003.8,50474.5,52859,54412.3,53067.1,50787,55419.9,55106,54970.4,51576.4,53273.2,49708.6,53496.3,51095.2,53093.5,51289.5,54044.2,51162.1,53459.6,52320.4,52582.3,55557.9,49755.4,56671.8,52273.2,56709.5,52150.4,50991.3,54981.5,52651.1,50769.2,51476,49568.5,50430.4,50056.8,62417.8,57853.2,47795.7,62830.4,53587.6,50935.8,49500.3,53673.2,55302.2,51633.8,52163.6,52267.8,51745.5,59190.4,62762.3,62326.7,62654.5,51512.2,53121.2,52458.4,54249.2,52370.5,50577.5,51303.2,53346.2
80008,51861.3,51793.8,51302.1,53061.8,47385.3,52824.7,0,58982.7,51008.8,61423.6,52031.7,53466.6,53386.8,51397.6,53856,52548.5,50559.4,52512.6,51576.8,52860.8,53869.2,58810.3,58323.1,52929.3,54330.2,56708.9,55593.4,56411,56080.4,55255.3,52766.1,55458.4,61382.5,52578.6,54997.2,60993.5,52012.3,53427.9,49217.7,53013.2,56527.1,55169.9,53418.3,51249.6,52993.5,52517.9,47193.4,59667.6,52964.6,49830.4,53799.9,54024.5,49388.3,52038.8,53154.3,51288.1,56263.9,57067.7,51103.4,46948.7,54587.9,53336.3,53319.9,52793.7,46422.6,52702.9,53186.1,52211.5,54519.4,56588.2,54072.6,53195.7,52918.1,54553.7,51748.2,47852.7,53260.5,59231.7,55482.8,51938.6,52648.9,51362.7,52795.7,52440.5,52373,51588.5,47747.6,49569.1,51007.9,51370.5,51286,50600,52328.1,53913.1,48753.5,49668.5,53494.4,52633.4,53579.5,52199,52522.4,51768.4,51595.4,46557.7,62903.4,52347.2,53918.5,56153.3,50945.1,51922.8,55389,51050.2,50297.3,51147.6,51605.4,53977.9,50823.8,51232.3,51288.1,53323.8,51578.4,50559.3,50786.7,54734,61036.6,49520.3,54491.8,53638.2,54387.3,60677.7,52011.8,51868.7,52895.5,60711,53055.5,53149.2,52189.7,53549.2,51803.5,52582.7,52980,53894.7,52994,52338,61685.1,57504,59689.3,51207.9,60509.9,50416.4,52347.3,54963.6,52035.4,54177.1,52087.2,50471.5,49165.4,47664.6,52880.9,52969.4,52581.9,52527.1,49039.8,50471.9,51780.7,51491.5,51956.2,52754.5,51574.3,52676,51778.9,52912.6,53930.2,49990.2,52131.6,51646.4,49232.4,52456.7,51932.7,50557.4,53458.8,51806.7,53100,55175.2,51520.1,55101.5,51098.8,54288.5,55056.4,52987.8,53070,55156.7,55859.8,56067.1,51559.2,49346,51989.6,47457.1,52934.6,46344.3,55029.9,48108.6,51914.3,45441,53379.8,44767.3,53285.2,51130,51452.2,52521.3,52221.4,47949.9,51125.1,48844.4,49372.7,52961.5,48689.9,51097.4,49560.5,52140.6,60496.1,56617.9,51905.8,60648.9,54596.2,53099.1,51512,54109.6,57685.1,50718.1,51564.4,53722.2,55344.6,59087.6,61851.3,60655,61082.7,52518.3,53868,53486.2,55153.7,53089.1,54256.9,54544,58861
80017,59230.5,60532.4,60178.3,62672.2,59989.6,60303.1,58982.7,0,57140.2,55884.9,59576.9,60580.1,61123.5,59249.9,60475.6,61039.2,59858.2,60091.8,59189.9,61100.7,60902.4,62594.7,58974.4,56850.6,61379.2,61716.6,59855,64615.3,63573.1,62680.9,55990.3,59702.6,49425.8,55753.4,56327.6,50921.4,56051.6,62021.1,59555.4,61456.8,64160.9,63122.7,60963.2,60001,61601.1,60378.3,60418.6,48394,60898.1,58647.5,61189.4,61194.8,57867.1,60382.9,60327.9,58824.9,58363.7,57817.6,58332.6,59999.7,60602.7,59758.4,61241.8,60538.6,58934.5,59280.2,60599.4,58155.9,59768.9,62000,61286.4,61164.1,60280,59485.3,58574.9,60441.6,59629.2,48764,54543.4,58971.6,61407.8,59471.2,59896.3,59019.2,60901,60081.7,59265.8,61291.6,59122.2,59525.9,59315.1,61178,60553.9,59610.4,58024.3,59062.5,60497.4,60585.2,60284.3,58520.7,59627.6,60767.2,59489.7,59451.1,49949.9,59396.8,59293.8,59842,58933.1,58310.9,58500.6,58285.2,60028.3,59279.6,57661.9,60648.9,60248,59667.6,59385.4,58905.7,59291,59287.6,58653,48946.6,40320.1,59028.1,53307.9,60837.4,53201.1,49808.1,60897.5,59117.1,59473.8,48098.3,61091.9,58185.8,60709.6,58499.6,58955.7,61655.4,59527.1,61794.1,60365,61327.5,45801.5,49106.1,39070.2,60099.2,45213.1,58301.6,58744,54349.8,57971.5,54122.5,58537.4,60112.8,59702.2,59594.9,61421.7,60645.9,60939.3,60132.2,59791,60957.1,59758.6,59297.7,58225.6,58933.9,59286.4,60411.8,59881.8,60279.4,59291,59284.5,60548.3,60465.1,59169.1,59313.3,60118.8,60111,59360.8,58405.3,62228.5,59537,60239.4,61058,59213,57826.2,57705.4,57358.5,59107.7,54876.7,55773.6,53359.7,58580.4,59008.5,60870.8,61363.6,60023.6,58479.4,62672.9,60994.3,59917.5,59901.2,59239.8,59509.1,59004.2,59341.9,60079.6,60053.8,61383.7,59160,61902.5,60754.3,60873.1,60228.8,59650.3,58807.8,58415,60200,45661.3,44988.2,59095.7,45046.2,54373.9,58670.4,58750.6,60873.7,54043.2,58098.7,60127.4,59611.7,61356.1,57200.1,50484.3,49137.1,49376,60097.7,62811.9,61025,62348.9,61237.6,60630.2,62019.8,63447.8
80024,50439.6,45233.7,46901.9,49621,49957.4,50680.8,51008.8,57140.2,0,60154.1,49041.1,52911.5,52235.1,48579.8,51832,47868.1,45924,50579.5,51142.9,46403.3,48203.7,57211.3,57794.4,51514.1,51734.2,56823.1,55432,57419.7,56466,55950.3,49966.9,55595.9,60917.8,48824,52678.2,61258,50150.1,49978.3,51332.2,48004.1,52710.7,51555.7,51867.2,47516.6,49602.9,50763.7,52957.9,59467,47025.4,49943.9,52830,54154.5,46537,45805.5,46275,51072.3,55072.9,57419.3,50173.7,50532.7,50056.8,48852.7,52121.6,52267.2,52709,50836.7,49875.8,52216.3,53594.4,59178.2,52404.4,51969.5,50409.8,54070.6,49482.6,52349.6,50172,59551.2,53881.3,47076.2,47632.5,50353.6,51861.2,50773.5,47919.4,51317,51891.5,51766.3,49040.9,46058.9,48022.4,51837.6,46561.3,53474.8,48413,50917.2,52929.6,50178.7,51179.5,51002.1,51128.2,52226.3,50416.9,49950.4,62678,46692.4,52122.1,51248.4,47714.9,47337.3,53736.9,46501.2,49968.6,49340.1,47439.6,52121.1,44717.6,44838.8,47886.3,50783,50420.3,46517.1,51510.9,54266.2,60562.7,45118.2,51781.2,49238.4,53448.7,60591.3,47753.3,50021.1,53330.4,60481.4,48853.3,49741.2,48323,50674.5,48107.2,48428.4,46988.9,53594.1,50343,48999.2,60281.7,57398,59806.8,46776.5,60801.1,49381.4,47950.6,53268.2,50497.1,51947.2,50255.8,49538.4,50060.9,52470.2,48538.9,46019.2,51284.6,44977.9,48098.7,46424.2,46199.5,49333.1,49702.5,50276,50512.8,50416.8,49931.1,51167.8,51295.8,45568.9,49442.1,50333.5,48124.7,49818.5,45394.8,45317,51399.5,49901,52676.5,54901.9,45634.5,53950.3,48930.4,52600.2,54334,51824.1,51052.5,53408,52652.7,52887.2,46957.1,49423.9,53065,53267.7,50661.8,49600.9,53403,53187.2,46738.8,51715.3,49844.5,50725.5,53640.8,44617.1,54205.7,49153.6,54303.5,50124.9,47735.1,53505.2,51576.3,46232.3,49633.9,49543,47178.8,51704,59892.5,55600.3,48400.7,60484,51493.8,47872.9,44393.1,51407.9,56439.3,50257.4,51524.6,51361.4,54315.3,57103.9,61110.7,60517.3,60417.6,48308.8,52940.9,50476.4,54011.5,51024.8,49723.6,52045.3,53011.6
